gene_id	gene_name	CD4	CD8
ENSG00000130255	RPL36	25683	31208
ENSG00000174917	C19orf70	3131	5090
ENSG00000167733	HSD11B1L	118	120
ENSG00000196365	LONP1	540	757
ENSG00000174898	CATSPERD	14	10
ENSG00000212123	PRR22	40	35
ENSG00000267157	AC011499.1	0	0
ENSG00000141994	DUS3L	497	892
ENSG00000171119	NRTN	48	22
ENSG00000156413	FUT6	5	14
ENSG00000171124	FUT3	1	0
ENSG00000267709	AC024592.2	0	0
ENSG00000130383	FUT5	10	13
ENSG00000267740	AC024592.3	5	9
ENSG00000174886	NDUFA11	4803	8021
ENSG00000266941	AC024592.1	0	2
ENSG00000267314	AC104532.1	0	1
ENSG00000187650	VMAC	409	563
ENSG00000267571	AC104532.2	432	449
ENSG00000105519	CAPS	452	485
ENSG00000031823	RANBP3	729	1177
ENSG00000266983	AC011444.1	24	53
ENSG00000087903	RFX2	184	108
ENSG00000267262	AC011444.2	1	0
ENSG00000267299	AC011444.3	0	0
ENSG00000130377	ACSBG2	1	0
ENSG00000130382	MLLT1	288	434
ENSG00000267563	AC011471.2	31	78
ENSG00000167769	ACER1	59	10
ENSG00000269802	AC011491.3	7	3
ENSG00000125656	CLPP	2545	3638
ENSG00000125652	ALKBH7	3612	3718
ENSG00000125650	PSPN	32	49
ENSG00000125651	GTF2F1	1697	2545
ENSG00000088247	KHSRP	1297	1932
ENSG00000181240	SLC25A41	0	0
ENSG00000125648	SLC25A23	272	455
ENSG00000130545	CRB3	99	14
ENSG00000205744	DENND1C	1289	2344
ENSG00000275234	AC010503.4	28	6
ENSG00000104833	TUBB4A	19	92
ENSG00000268191	AC010503.1	0	0
ENSG00000268203	AC010503.2	0	0
ENSG00000125657	TNFSF9	138	701
ENSG00000125726	CD70	158	739
ENSG00000125735	TNFSF14	256	902
ENSG00000125730	C3	3	6
ENSG00000125734	GPR108	1279	2576
ENSG00000125733	TRIP10	26	33
ENSG00000269680	AC008760.1	1	4
ENSG00000125731	SH2D3A	1110	554
ENSG00000141968	VAV1	764	1597
ENSG00000174837	ADGRE1	93	56
ENSG00000268845	AC025278.1	0	0
ENSG00000196589	MBD3L2B	0	0
ENSG00000237247	MBD3L5	0	0
ENSG00000205718	MBD3L4	0	0
ENSG00000230522	MBD3L2	0	0
ENSG00000182315	MBD3L3	0	0
ENSG00000130544	ZNF557	475	637
ENSG00000171105	INSR	77	73
ENSG00000263264	AC119396.1	269	204
ENSG00000268861	AC008878.3	9	9
ENSG00000267852	AC119396.2	26	26
ENSG00000104880	ARHGEF18	12	9
ENSG00000104883	PEX11G	19	20
ENSG00000198723	TEX45	17	10
ENSG00000267952	AC008878.1	0	0
ENSG00000198816	ZNF358	191	183
ENSG00000269371	AC008878.4	0	0
ENSG00000090674	MCOLN1	450	887
ENSG00000268614	AC008878.2	0	0
ENSG00000032444	PNPLA6	772	1515
ENSG00000076826	CAMSAP3	5	9
ENSG00000076924	XAB2	976	1531
ENSG00000229833	PET100	3528	6247
ENSG00000268400	AC008763.2	144	219
ENSG00000174788	PCP2	56	117
ENSG00000268204	AC008763.1	3	5
ENSG00000076944	STXBP2	1754	3647
ENSG00000104918	RETN	114	204
ENSG00000183019	MCEMP1	66	195
ENSG00000269711	AC008763.3	0	0
ENSG00000181029	TRAPPC5	87	119
ENSG00000104921	FCER2	46	59
ENSG00000182566	CLEC4G	2	8
ENSG00000090659	CD209	0	1
ENSG00000104938	CLEC4M	0	3
ENSG00000142459	EVI5L	110	165
ENSG00000183248	PRR36	6	8
ENSG00000268120	AC010336.3	0	0
ENSG00000171017	LRRC8E	1	0
ENSG00000214248	AC010336.1	25	31
ENSG00000076984	MAP2K7	1797	3316
ENSG00000268149	AC010336.4	4	14
ENSG00000260001	TGFBR3L	36	230
ENSG00000260500	AC010336.2	0	2
ENSG00000104976	SNAPC2	439	1014
ENSG00000178531	CTXN1	0	3
ENSG00000104980	TIMM44	881	1620
ENSG00000066044	ELAVL1	2033	3107
ENSG00000269813	AC010336.6	7	5
ENSG00000267939	AC008946.1	33	57
ENSG00000131142	CCL25	0	2
ENSG00000142449	FBN3	0	0
ENSG00000090661	CERS4	269	607
ENSG00000271717	AC022146.2	1	4
ENSG00000167775	CD320	1361	3357
ENSG00000167774	AC010323.1	0	1
ENSG00000267855	NDUFA7	537	746
ENSG00000233927	RPS28	29622	37045
ENSG00000186994	KANK3	65	132
ENSG00000167772	ANGPTL4	2	9
ENSG00000269386	RAB11B-AS1	122	209
ENSG00000185236	RAB11B	2033	3793
ENSG00000099785	MARCH2	1633	3032
ENSG00000268931	AC136469.1	6	12
ENSG00000099783	HNRNPM	6135	9840
ENSG00000133246	PRAM1	147	202
ENSG00000133250	ZNF414	911	1117
ENSG00000142347	MYO1F	3146	11845
ENSG00000268618	AC092316.1	0	0
ENSG00000142303	ADAMTS10	156	440
ENSG00000267986	AC130469.1	1	11
ENSG00000268480	LINC01862	0	0
ENSG00000181786	ACTL9	0	0
ENSG00000181733	OR2Z1	0	0
ENSG00000167785	ZNF558	146	138
ENSG00000269300	AC008734.1	0	0
ENSG00000170948	MBD3L1	0	0
ENSG00000181143	MUC16	10	6
ENSG00000170929	OR1M1	0	0
ENSG00000170923	OR7G2	1	2
ENSG00000161807	OR7G1	0	0
ENSG00000170920	OR7G3	0	0
ENSG00000130803	ZNF317	614	973
ENSG00000188000	OR7D2	4	5
ENSG00000174667	OR7D4	1	0
ENSG00000237521	OR7E24	0	0
ENSG00000267510	AC011451.1	22	42
ENSG00000196110	ZNF699	435	806
ENSG00000188321	ZNF559	287	337
ENSG00000270011	ZNF559-ZNF177	0	1
ENSG00000188629	ZNF177	0	0
ENSG00000174652	ZNF266	561	878
ENSG00000198028	ZNF560	0	0
ENSG00000267273	AC008567.2	0	0
ENSG00000130818	ZNF426	630	669
ENSG00000278611	ZNF426-DT	29	27
ENSG00000197961	ZNF121	848	1043
ENSG00000171469	ZNF561	478	642
ENSG00000171466	ZNF562	516	777
ENSG00000277587	AC008759.3	0	0
ENSG00000267612	AC008759.2	0	0
ENSG00000196605	ZNF846	130	194
ENSG00000266950	AC008752.1	0	0
ENSG00000127452	FBXL12	676	1030
ENSG00000198258	UBL5	5977	12049
ENSG00000267289	AC008752.2	16	9
ENSG00000127445	PIN1	2689	5694
ENSG00000105088	OLFM2	113	115
ENSG00000080573	COL5A3	20	22
ENSG00000267650	AC008742.1	0	0
ENSG00000080511	RDH8	0	0
ENSG00000130813	C19orf66	2401	4475
ENSG00000267387	AC020931.1	0	1
ENSG00000130812	ANGPTL6	26	63
ENSG00000243207	PPAN-P2RY11	0	0
ENSG00000130810	PPAN	658	1018
ENSG00000244165	P2RY11	398	503
ENSG00000130811	EIF3G	8162	11516
ENSG00000130816	DNMT1	2066	3198
ENSG00000267534	S1PR2	206	308
ENSG00000105364	MRPL4	1732	2961
ENSG00000266978	AC011511.2	1	0
ENSG00000267105	AC011511.3	5	6
ENSG00000090339	ICAM1	282	613
ENSG00000267607	AC011511.5	3	7
ENSG00000105371	ICAM4	53	51
ENSG00000105376	ICAM5	2	9
ENSG00000220201	ZGLP1	46	64
ENSG00000167807	AC011511.1	54	41
ENSG00000267673	FDX2	203	254
ENSG00000267303	AC011511.4	0	0
ENSG00000161847	RAVER1	46	84
ENSG00000274425	AC114271.1	9	31
ENSG00000076662	ICAM3	7060	11180
ENSG00000105397	TYK2	568	1300
ENSG00000105401	CDC37	4341	7465
ENSG00000065989	PDE4A	273	860
ENSG00000079999	KEAP1	293	915
ENSG00000180739	S1PR5	306	5082
ENSG00000130734	ATG4D	848	2123
ENSG00000129347	KRI1	674	1143
ENSG00000129355	CDKN2D	4550	7733
ENSG00000129354	AP1M2	11	4
ENSG00000129353	SLC44A2	1531	2371
ENSG00000267100	ILF3-DT	1936	2066
ENSG00000129351	ILF3	3661	5240
ENSG00000213339	QTRT1	952	945
ENSG00000079805	DNM2	1823	3705
ENSG00000099203	TMED1	519	1511
ENSG00000214212	C19orf38	137	252
ENSG00000142453	CARM1	573	1024
ENSG00000130733	YIPF2	523	976
ENSG00000142444	TIMM29	740	1398
ENSG00000127616	SMARCA4	1455	2380
ENSG00000266936	AC011442.1	0	0
ENSG00000130164	LDLR	582	1602
ENSG00000161888	SPC24	46	155
ENSG00000197256	KANK2	17	37
ENSG00000130158	DOCK6	8	24
ENSG00000267082	AC011472.1	0	1
ENSG00000273733	AC011472.4	1	1
ENSG00000130173	ANGPTL8	0	0
ENSG00000130167	TSPAN16	0	0
ENSG00000105514	RAB3D	124	197
ENSG00000105518	TMEM205	682	1310
ENSG00000183401	CCDC159	670	1156
ENSG00000105520	PLPPR2	87	121
ENSG00000267277	AC024575.1	10	12
ENSG00000173928	SWSAP1	335	446
ENSG00000187266	EPOR	237	361
ENSG00000205517	RGL3	0	0
ENSG00000198003	CCDC151	3	8
ENSG00000130175	PRKCSH	2166	3159
ENSG00000196361	ELAVL3	11	20
ENSG00000267477	AC008481.3	0	0
ENSG00000161914	ZNF653	63	111
ENSG00000130159	ECSIT	828	1412
ENSG00000130176	CNN1	8	3
ENSG00000130165	ELOF1	1240	2545
ENSG00000198551	ZNF627	105	136
ENSG00000102575	ACP5	530	1163
ENSG00000197332	AC008543.1	2	5
ENSG00000197933	ZNF823	20	44
ENSG00000197044	ZNF441	168	158
ENSG00000267646	AC008543.5	0	0
ENSG00000177599	ZNF491	9	12
ENSG00000171295	ZNF440	157	256
ENSG00000267089	AC008543.4	0	0
ENSG00000171291	ZNF439	396	187
ENSG00000198429	ZNF69	42	39
ENSG00000196757	ZNF700	211	331
ENSG00000267179	AC008770.2	1	0
ENSG00000197054	ZNF763	22	29
ENSG00000197647	ZNF433	25	33
ENSG00000257355	AC008770.1	0	0
ENSG00000257446	ZNF878	0	0
ENSG00000223547	ZNF844	225	125
ENSG00000214189	ZNF788P	5	17
ENSG00000132010	ZNF20	17	43
ENSG00000213297	ZNF625-ZNF20	0	2
ENSG00000257591	ZNF625	13	24
ENSG00000196646	ZNF136	1075	1298
ENSG00000197857	ZNF44	1205	1338
ENSG00000188868	ZNF563	233	57
ENSG00000198342	ZNF442	11	10
ENSG00000268744	AC008758.4	6	9
ENSG00000196466	ZNF799	50	119
ENSG00000268870	AC008758.5	0	0
ENSG00000180855	ZNF443	31	34
ENSG00000269755	AC008758.6	0	2
ENSG00000234848	AC008758.2	0	0
ENSG00000242852	ZNF709	35	46
ENSG00000196826	AC008758.1	0	0
ENSG00000249709	ZNF564	219	299
ENSG00000269693	AC010422.6	0	1
ENSG00000230310	AC010422.1	0	0
ENSG00000188033	ZNF490	40	108
ENSG00000173875	ZNF791	2107	3398
ENSG00000269242	AC010422.3	9	8
ENSG00000104774	MAN2B1	401	676
ENSG00000269590	AC010422.5	0	0
ENSG00000123154	WDR83	667	1356
ENSG00000105583	WDR83OS	4216	8995
ENSG00000095059	DHPS	1714	2514
ENSG00000268945	AC010422.2	20	14
ENSG00000283980	GNG14	0	0
ENSG00000132004	FBXW9	75	115
ENSG00000267791	AC018761.4	0	0
ENSG00000105576	TNPO2	383	523
ENSG00000267004	AC018761.1	0	0
ENSG00000123144	TRIR	8904	14358
ENSG00000198356	ASNA1	1189	3409
ENSG00000039987	BEST2	3	1
ENSG00000095066	HOOK2	486	365
ENSG00000267212	AC018761.3	0	0
ENSG00000171223	JUNB	17255	17469
ENSG00000167815	PRDX2	5087	6626
ENSG00000267062	AC018761.2	4	1
ENSG00000284491	THSD8	3	2
ENSG00000104889	RNASEH2A	106	120
ENSG00000132026	RTBDN	0	0
ENSG00000267424	AC020934.1	0	0
ENSG00000105613	MAST1	22	22
ENSG00000105612	DNASE2	838	2089
ENSG00000267735	AC020934.2	0	0
ENSG00000105610	KLF1	5	5
ENSG00000105607	GCDH	572	1001
ENSG00000161860	SYCE2	36	40
ENSG00000179115	FARSA	489	892
ENSG00000266975	FARSA-AS1	0	0
ENSG00000179218	CALR	7198	16053
ENSG00000267458	AC092069.1	273	547
ENSG00000179262	RAD23A	3638	5422
ENSG00000179271	GADD45GIP1	3719	5728
ENSG00000179284	DAND5	1	0
ENSG00000008441	NFIX	70	50
ENSG00000267417	AC138474.1	0	0
ENSG00000267610	AC007787.1	0	0
ENSG00000104903	LYL1	332	300
ENSG00000104907	TRMT1	959	936
ENSG00000160877	NACC1	327	910
ENSG00000266897	AC005546.1	3	5
ENSG00000267512	AC011446.1	0	6
ENSG00000104915	STX10	1692	2992
ENSG00000160888	IER2	7619	13949
ENSG00000267598	AC011446.2	7	15
ENSG00000141837	CACNA1A	113	237
ENSG00000104957	CCDC130	1022	1781
ENSG00000037757	MRI1	797	860
ENSG00000267633	AC008686.1	34	24
ENSG00000104979	C19orf53	7054	9482
ENSG00000132003	ZSWIM4	297	516
ENSG00000267582	AC020916.2	0	1
ENSG00000267519	AC020916.1	1432	3610
ENSG00000187556	NANOS3	5	13
ENSG00000132016	C19orf57	15	33
ENSG00000132024	CC2D1A	544	1328
ENSG00000132000	PODNL1	6	9
ENSG00000132017	DCAF15	992	1814
ENSG00000132005	RFX1	415	743
ENSG00000275091	AC022098.4	14	24
ENSG00000171136	RLN3	0	0
ENSG00000267670	AC022098.2	7	21
ENSG00000104998	IL27RA	2257	3480
ENSG00000187867	PALM3	0	1
ENSG00000141854	MISP3	103	268
ENSG00000188032	C19orf67	0	2
ENSG00000141858	SAMD1	1345	1974
ENSG00000072062	PRKACA	537	909
ENSG00000267783	AC022098.3	2	0
ENSG00000105011	ASF1B	95	315
ENSG00000267169	AC022098.1	148	293
ENSG00000072071	ADGRL1	148	207
ENSG00000267723	AC011509.2	0	3
ENSG00000267406	AC011509.1	0	0
ENSG00000266913	LINC01841	11	22
ENSG00000267147	LINC01842	6	8
ENSG00000123146	ADGRE5	4368	10453
ENSG00000267379	AC008569.1	0	4
ENSG00000123136	DDX39A	1882	4314
ENSG00000123143	PKN1	3086	6728
ENSG00000160951	PTGER1	2	4
ENSG00000123159	GIPC1	1002	1659
ENSG00000132002	DNAJB1	5966	6960
ENSG00000099797	TECR	4586	6244
ENSG00000099795	NDUFB7	3546	8930
ENSG00000187912	CLEC17A	0	3
ENSG00000131355	ADGRE3	12	12
ENSG00000160961	ZNF333	278	437
ENSG00000127507	ADGRE2	88	164
ENSG00000127530	OR7C1	6	7
ENSG00000188269	OR7A5	0	0
ENSG00000127515	OR7A10	0	0
ENSG00000185385	OR7A17	14	20
ENSG00000127529	OR7C2	0	0
ENSG00000105143	SLC1A6	0	0
ENSG00000160994	CCDC105	0	0
ENSG00000105141	CASP14	0	0
ENSG00000094661	OR1I1	6	7
ENSG00000105137	SYDE1	2	0
ENSG00000105135	ILVBL	353	669
ENSG00000268564	AC003956.1	0	1
ENSG00000074181	NOTCH3	5	2
ENSG00000269635	AC004257.1	5	3
ENSG00000105131	EPHX3	8	18
ENSG00000141867	BRD4	3824	5893
ENSG00000273218	AC005776.2	4	23
ENSG00000105127	AKAP8	1629	2398
ENSG00000011243	AKAP8L	1791	3074
ENSG00000011451	WIZ	250	368
ENSG00000105122	RASAL3	2084	5405
ENSG00000161031	PGLYRP2	40	51
ENSG00000171954	CYP4F22	26	128
ENSG00000266951	AC093072.1	0	0
ENSG00000186526	CYP4F8	6	6
ENSG00000186529	CYP4F3	15	60
ENSG00000186204	CYP4F12	3	2
ENSG00000171942	OR10H2	0	0
ENSG00000171936	OR10H3	0	0
ENSG00000268673	AC004597.1	0	1
ENSG00000172519	OR10H5	3	2
ENSG00000186723	OR10H1	3	6
ENSG00000267308	LINC01764	5	6
ENSG00000214049	UCA1	0	2
ENSG00000186115	CYP4F2	0	0
ENSG00000171903	CYP4F11	0	0
ENSG00000176231	OR10H4	0	0
ENSG00000267517	LINC01855	0	0
ENSG00000167460	TPM4	2651	4600
ENSG00000267373	AC008894.1	0	0
ENSG00000167461	RAB8A	2075	4613
ENSG00000269243	AC008894.2	1	11
ENSG00000196684	HSH2D	948	2521
ENSG00000141977	CIB3	0	1
ENSG00000105058	FAM32A	2267	3848
ENSG00000267033	AC020911.1	19	40
ENSG00000072958	AP1M1	1083	1866
ENSG00000267275	AC020911.2	296	235
ENSG00000127528	KLF2	18543	22885
ENSG00000277825	AC020917.3	20	40
ENSG00000127527	EPS15L1	597	1514
ENSG00000267703	AC020917.2	3	17
ENSG00000269058	CALR3	1	0
ENSG00000141979	AC008764.1	0	0
ENSG00000105072	C19orf44	26	36
ENSG00000085872	CHERP	874	1382
ENSG00000269399	AC008764.6	110	137
ENSG00000127526	SLC35E1	1489	2269
ENSG00000268309	AC008764.3	15	13
ENSG00000269085	AC008764.5	0	0
ENSG00000279529	AC008764.8	492	719
ENSG00000105085	MED26	419	789
ENSG00000268790	AC008764.4	0	0
ENSG00000268087	AC008764.2	8	10
ENSG00000269427	AC024075.3	10	11
ENSG00000214046	SMIM7	2062	4072
ENSG00000072954	TMEM38A	18	31
ENSG00000188039	NWD1	1	7
ENSG00000127511	SIN3B	436	684
ENSG00000127533	F2RL3	22	8
ENSG00000160111	CPAMD8	19	13
ENSG00000268985	AC020908.2	0	0
ENSG00000131351	HAUS8	474	490
ENSG00000268289	AC020908.1	0	0
ENSG00000099331	MYO9B	2098	4529
ENSG00000269066	AC020908.3	1	4
ENSG00000268056	AC020913.1	12	21
ENSG00000269836	AC020913.3	0	0
ENSG00000269480	AC020913.2	0	2
ENSG00000053501	USE1	1220	1567
ENSG00000099330	OCEL1	377	830
ENSG00000160113	NR2F6	54	70
ENSG00000269095	AC010646.1	0	0
ENSG00000130307	USHBP1	4	3
ENSG00000105393	BABAM1	1482	3037
ENSG00000269307	AC010463.1	0	0
ENSG00000160117	ANKLE1	14	29
ENSG00000127220	ABHD8	220	282
ENSG00000130312	MRPL34	2042	3524
ENSG00000130311	DDA1	1857	3358
ENSG00000074855	ANO8	150	190
ENSG00000130299	GTPBP3	538	568
ENSG00000130300	PLVAP	0	0
ENSG00000269350	AC010463.2	0	0
ENSG00000269720	CCDC194	4	13
ENSG00000130303	BST2	2800	7134
ENSG00000282851	BISPR	714	1428
ENSG00000141971	MVB12A	596	1161
ENSG00000269481	AC010319.4	8	19
ENSG00000269053	AC010319.3	0	2
ENSG00000188051	TMEM221	4	1
ENSG00000269035	AC010319.2	0	0
ENSG00000269736	AC010319.5	0	0
ENSG00000171773	NXNL1	0	0
ENSG00000130304	SLC27A1	139	179
ENSG00000269439	AC010618.3	323	386
ENSG00000130313	PGLS	3359	5055
ENSG00000269161	AC010618.2	0	2
ENSG00000167483	FAM129C	60	64
ENSG00000130309	COLGALT1	359	654
ENSG00000130477	UNC13A	1	0
ENSG00000269752	AC008761.2	0	2
ENSG00000130479	MAP1S	270	608
ENSG00000268112	AC008761.1	0	0
ENSG00000130475	FCHO1	414	574
ENSG00000179913	B3GNT3	5	0
ENSG00000248099	INSL3	106	89
ENSG00000105639	JAK3	2120	2900
ENSG00000105640	RPL18A	28968	36904
ENSG00000105641	SLC5A5	33	7
ENSG00000007080	CCDC124	1550	3428
ENSG00000105642	KCNN1	47	35
ENSG00000105643	ARRDC2	2533	2876
ENSG00000096996	IL12RB1	917	2793
ENSG00000099308	MAST3	384	1054
ENSG00000269145	AC007192.2	1	2
ENSG00000105647	PIK3R2	33	64
ENSG00000268173	AC007192.1	0	0
ENSG00000216490	IFI30	171	285
ENSG00000254858	MPV17L2	155	282
ENSG00000105649	RAB3A	87	91
ENSG00000268650	AC005759.1	0	0
ENSG00000285188	AC008397.2	0	0
ENSG00000105650	PDE4C	0	0
ENSG00000284797	AC008397.1	0	3
ENSG00000130518	IQCN	87	83
ENSG00000130522	JUND	20602	26624
ENSG00000130520	LSM4	2854	4574
ENSG00000130517	PGPEP1	564	994
ENSG00000130513	GDF15	0	1
ENSG00000175489	LRRC25	155	239
ENSG00000130511	SSBP4	3445	9112
ENSG00000105655	ISYNA1	373	375
ENSG00000268199	AC010335.1	0	0
ENSG00000105656	ELL	472	1089
ENSG00000268938	AC005387.1	0	0
ENSG00000105701	FKBP8	5348	9116
ENSG00000269191	AC005387.2	0	0
ENSG00000105700	KXD1	1954	3364
ENSG00000268030	AC005253.1	98	197
ENSG00000268983	AC005253.2	2	0
ENSG00000221983	UBA52	23438	30923
ENSG00000006016	CRLF1	4	11
ENSG00000006015	REX1BD	4491	6239
ENSG00000105696	TMEM59L	3	2
ENSG00000167487	KLHL26	268	330
ENSG00000105662	CRTC1	341	287
ENSG00000105664	COMP	3	9
ENSG00000005007	UPF1	797	1347
ENSG00000130283	GDF1	0	0
ENSG00000223802	CERS1	1	2
ENSG00000269694	AC005197.1	1	1
ENSG00000105669	COPE	4142	8831
ENSG00000268193	AC002985.1	0	0
ENSG00000105671	DDX49	871	1785
ENSG00000051128	HOMER3	68	69
ENSG00000269019	HOMER3-AS1	0	1
ENSG00000064607	SUGP2	1244	2654
ENSG00000105676	ARMC6	264	782
ENSG00000181035	SLC25A42	887	2053
ENSG00000064545	TMEM161A	466	946
ENSG00000064489	BORCS8-MEF2B	9	17
ENSG00000213999	MEF2B	3	8
ENSG00000254901	BORCS8	420	974
ENSG00000064490	RFXANK	1059	1904
ENSG00000184162	NR2C2AP	655	782
ENSG00000130287	NCAN	0	0
ENSG00000187664	HAPLN4	0	0
ENSG00000213996	TM6SF2	0	0
ENSG00000105705	SUGP1	401	728
ENSG00000129933	MAU2	928	1289
ENSG00000167491	GATAD2A	1633	2729
ENSG00000267234	AC092067.1	0	2
ENSG00000178093	TSSK6	25	18
ENSG00000186010	NDUFA13	3080	5832
ENSG00000258674	AC011448.1	0	1
ENSG00000250067	YJEFN3	112	151
ENSG00000160161	CILP2	8	0
ENSG00000105717	PBX4	984	1017
ENSG00000259242	AC002306.1	129	114
ENSG00000064547	LPAR2	1167	1078
ENSG00000089639	GMIP	675	1477
ENSG00000105726	ATP13A1	485	712
ENSG00000181896	ZNF101	2569	1676
ENSG00000105708	ZNF14	731	591
ENSG00000266904	LINC00663	72	45
ENSG00000267581	AC011477.4	1	0
ENSG00000081665	ZNF506	1589	1545
ENSG00000256771	ZNF253	225	254
ENSG00000267565	AC011477.3	2	2
ENSG00000184635	ZNF93	157	113
ENSG00000197124	ZNF682	388	453
ENSG00000213988	ZNF90	208	166
ENSG00000267383	AC011447.3	40	60
ENSG00000256229	ZNF486	125	107
ENSG00000269043	AC008554.1	0	0
ENSG00000237440	ZNF737	205	193
ENSG00000269110	AC010636.2	0	0
ENSG00000268560	AC010636.1	0	0
ENSG00000188171	ZNF626	268	282
ENSG00000268416	AC010329.1	0	0
ENSG00000160229	ZNF66	62	95
ENSG00000105750	ZNF85	206	206
ENSG00000268326	AC008739.1	0	0
ENSG00000118620	ZNF430	3140	3789
ENSG00000160352	ZNF714	465	587
ENSG00000196705	ZNF431	1896	2241
ENSG00000182141	ZNF708	957	1261
ENSG00000172687	ZNF738	278	522
ENSG00000196268	ZNF493	1031	1477
ENSG00000269237	AC010615.4	0	0
ENSG00000268658	LINC00664	8	9
ENSG00000197013	ZNF429	323	359
ENSG00000268081	AC123912.1	4	2
ENSG00000268555	AC123912.4	4	1
ENSG00000268240	AC123912.2	6	5
ENSG00000197020	ZNF100	229	388
ENSG00000268184	AC092364.1	3	2
ENSG00000198521	ZNF43	720	742
ENSG00000160321	ZNF208	138	34
ENSG00000269504	AC003973.2	0	0
ENSG00000269199	AC003973.1	0	0
ENSG00000197134	ZNF257	171	126
ENSG00000196109	ZNF676	0	0
ENSG00000267872	AC073539.1	1	1
ENSG00000268597	AC073539.3	0	0
ENSG00000196350	ZNF729	0	0
ENSG00000197360	ZNF98	0	0
ENSG00000269796	AC011516.1	0	0
ENSG00000270947	AC025811.1	0	0
ENSG00000269364	LINC01233	0	0
ENSG00000268038	LINC01785	0	0
ENSG00000229676	ZNF492	47	13
ENSG00000268981	AC024563.1	0	0
ENSG00000213973	ZNF99	0	0
ENSG00000268696	ZNF723	0	0
ENSG00000268296	AC022145.1	0	0
ENSG00000269067	ZNF728	0	0
ENSG00000261558	LINC01859	0	0
ENSG00000261615	LINC01858	2	1
ENSG00000269543	AC074135.2	0	0
ENSG00000267886	AC074135.1	0	0
ENSG00000183850	ZNF730	1	4
ENSG00000196081	ZNF724	99	116
ENSG00000283201	AC092329.3	25	35
ENSG00000269107	AC092329.1	8	12
ENSG00000167232	ZNF91	1564	1916
ENSG00000267934	AC010300.1	3	2
ENSG00000269416	LINC01224	4	1
ENSG00000197372	ZNF675	670	904
ENSG00000196172	ZNF681	153	67
ENSG00000267924	AC139769.2	1	0
ENSG00000213967	ZNF726	97	136
ENSG00000269289	AC011503.1	0	0
ENSG00000213096	ZNF254	478	782
ENSG00000268362	AC092279.1	316	355
ENSG00000276030	AC073534.2	6	8
ENSG00000267696	ERVK-28	0	1
ENSG00000261824	LINC00662	335	338
ENSG00000261770	AC006504.1	4	11
ENSG00000267575	AC006504.5	102	144
ENSG00000266977	AC006504.2	0	0
ENSG00000267509	AC010511.1	0	0
ENSG00000266928	AC020905.1	0	0
ENSG00000267320	AC005580.1	2	0
ENSG00000267238	AC093074.1	0	0
ENSG00000260725	AC005307.1	0	0
ENSG00000267243	AC005381.1	0	0
ENSG00000266893	AC005394.1	0	2
ENSG00000267423	AC005616.1	9	11
ENSG00000267537	AC079466.2	0	0
ENSG00000266976	AC079466.1	0	0
ENSG00000267617	AC007795.1	0	0
ENSG00000267528	AC008991.1	0	0
ENSG00000267683	AC008991.2	0	0
ENSG00000267027	AC011524.1	0	0
ENSG00000267240	AC011524.2	0	0
ENSG00000267339	LINC00906	0	0
ENSG00000267014	LINC01532	0	0
ENSG00000169021	UQCRFS1	4772	8043
ENSG00000267498	AC007786.1	7	20
ENSG00000276251	AC007786.2	0	1
ENSG00000276631	AC007786.3	0	0
ENSG00000267574	AC011474.3	0	0
ENSG00000266248	AC011474.2	0	0
ENSG00000187135	VSTM2B	1	39
ENSG00000105171	POP4	992	2401
ENSG00000166289	PLEKHF1	543	3326
ENSG00000131943	C19orf12	494	1521
ENSG00000105173	CCNE1	133	175
ENSG00000105176	URI1	3402	4953
ENSG00000267006	AC008507.2	3	2
ENSG00000267223	AC005597.1	0	0
ENSG00000198597	ZNF536	0	0
ENSG00000267760	AC011478.1	0	0
ENSG00000267081	AC011507.1	0	0
ENSG00000261316	LINC01834	0	0
ENSG00000267378	AC020897.1	0	0
ENSG00000284430	AC020912.1	0	0
ENSG00000267777	LINC01791	0	0
ENSG00000121297	TSHZ3	28	123
ENSG00000267662	AC025809.1	0	0
ENSG00000267636	AC008992.1	0	0
ENSG00000267599	AC008794.2	0	0
ENSG00000267407	AC008794.1	0	0
ENSG00000261400	AC011525.1	0	0
ENSG00000267465	AC011525.2	0	0
ENSG00000267489	LINC01837	0	0
ENSG00000267012	AC011456.1	0	0
ENSG00000267779	LINC01533	0	0
ENSG00000267204	LINC01782	0	0
ENSG00000267133	AC011518.1	0	0
ENSG00000168813	ZNF507	770	953
ENSG00000267213	AC007773.1	16	12
ENSG00000178904	DPY19L3	90	227
ENSG00000105185	PDCD5	2916	4044
ENSG00000105186	ANKRD27	258	487
ENSG00000267557	AC008474.1	0	0
ENSG00000186326	RGS9BP	2	0
ENSG00000267475	AC008736.1	28	65
ENSG00000213965	NUDT19	402	762
ENSG00000267567	AC008736.2	0	0
ENSG00000173809	TDRD12	11	13
ENSG00000021488	SLC7A9	2	1
ENSG00000267555	AC008805.2	0	0
ENSG00000121289	CEP89	214	414
ENSG00000131944	FAAP24	115	186
ENSG00000131941	RHPN2	5	2
ENSG00000076650	GPATCH1	287	440
ENSG00000166359	WDR88	0	0
ENSG00000130881	LRP3	10	27
ENSG00000130876	SLC7A10	0	0
ENSG00000267714	AC008738.4	0	0
ENSG00000270212	AC008738.6	0	0
ENSG00000245848	CEBPA	83	288
ENSG00000267580	AC008738.3	0	0
